,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
45,Asian Development Bank,14.58807565,121.05830089349516,Old Navy,14.584628714943427,121.05713384506319,Clothing Store
46,Asian Development Bank,14.58807565,121.05830089349516,Chili's Grill & Bar,14.584452719067595,121.05728106158291,Tex-Mex Restaurant
47,Asian Development Bank,14.58807565,121.05830089349516,Army Navy Burger + Burrito,14.587105319716672,121.06178542882108,Burrito Place
48,Asian Development Bank,14.58807565,121.05830089349516,Dairy Queen,14.584571189076348,121.05682869983426,Ice Cream Shop
49,Asian Development Bank,14.58807565,121.05830089349516,Fitness First,14.585077707195298,121.05678973822545,Gym / Fitness Center
50,Asian Development Bank,14.58807565,121.05830089349516,Yayoi,14.583871921159677,121.05675181564175,Japanese Restaurant
51,Asian Development Bank,14.58807565,121.05830089349516,Deovir,14.585198071811503,121.05676887980732,Arts & Crafts Store
52,Asian Development Bank,14.58807565,121.05830089349516,EDSA Shrine | The Shrine of Mary Queen of Peace,14.592203678288254,121.05893084483152,Church
53,Asian Development Bank,14.58807565,121.05830089349516,Cara Mia Gelateria,14.5913534587242,121.05951623046835,Dessert Shop
54,Asian Development Bank,14.58807565,121.05830089349516,SM Megamall,14.583974069010122,121.05676996333787,Shopping Mall
55,Asian Development Bank,14.58807565,121.05830089349516,Belo Medical Group,14.584462586318166,121.05727359073751,Medical Center
56,Asian Development Bank,14.58807565,121.05830089349516,TGI Fridays,14.58986181088528,121.06083803901635,American Restaurant
57,Asian Development Bank,14.58807565,121.05830089349516,Crowne Plaza Manila Galleria,14.590660486138416,121.06085403518682,Hotel
58,Asian Development Bank,14.58807565,121.05830089349516,Watsons,14.591770430512195,121.05907648801804,Pharmacy
59,Asian Development Bank,14.58807565,121.05830089349516,Mary Grace,14.591352772389682,121.06052815541842,Dessert Shop
60,Asian Development Bank,14.58807565,121.05830089349516,Old Manila Coffee House,14.591520597353409,121.06006180496189,Café
61,Asian Development Bank,14.58807565,121.05830089349516,Mesa Grill,14.584454971333097,121.05733149144822,Filipino Restaurant
62,Asian Development Bank,14.58807565,121.05830089349516,Bag O' Shrimps,14.584447341746406,121.05734406365734,Seafood Restaurant
63,Asian Development Bank,14.58807565,121.05830089349516,Razon's of Guagua,14.59096180052656,121.05993849648402,Filipino Restaurant
64,Asian Development Bank,14.58807565,121.05830089349516,Il Padrino Coffee,14.591767787193202,121.05849733269977,Coffee Shop
65,Asian Development Bank,14.58807565,121.05830089349516,Slammer Burgers,14.591666210907597,121.05985545885517,Burger Joint
66,Asian Development Bank,14.58807565,121.05830089349516,SaLang Restaurant,14.588622612853412,121.06167638977263,Korean Restaurant
67,Asian Development Bank,14.58807565,121.05830089349516,Bratpack,14.59106723212496,121.05981761087436,Accessories Store
68,Asian Development Bank,14.58807565,121.05830089349516,Dairy Queen,14.591478269441946,121.05931680412525,Ice Cream Shop
69,Asian Development Bank,14.58807565,121.05830089349516,Nono's,14.584773240191886,121.05897842855396,Dessert Shop
70,Asian Development Bank,14.58807565,121.05830089349516,Yellow Cab Pizza Co.,14.59005420727519,121.06050949537725,Pizza Place
71,Asian Development Bank,14.58807565,121.05830089349516,The Music School of Ryan Cayabyab,14.591396131501103,121.06024288660313,Music School
72,Asian Development Bank,14.58807565,121.05830089349516,Kidzoona,14.591309733149643,121.06026318247177,Playground
73,Asian Development Bank,14.58807565,121.05830089349516,Egghead,14.590218,121.06053,Electronics Store
74,Asian Development Bank,14.58807565,121.05830089349516,National Book Store,14.591793150091625,121.05849819591616,Bookstore
75,Asian Development Bank,14.58807565,121.05830089349516,Gong Cha,14.59013919975396,121.06055423573103,Bubble Tea Shop
76,Asian Development Bank,14.58807565,121.05830089349516,Nike Park,14.591787058542875,121.05929060064459,Sporting Goods Shop
77,Asian Development Bank,14.58807565,121.05830089349516,Chatime,14.591769479335118,121.05845741119816,Bubble Tea Shop
78,Asian Development Bank,14.58807565,121.05830089349516,Old Navy,14.591829401203846,121.05847300087629,Clothing Store
79,Asian Development Bank,14.58807565,121.05830089349516,Cafè Mary Grace,14.591192,121.0603,Café
80,Asian Development Bank,14.58807565,121.05830089349516,Dermalosophy,14.59180709841775,121.06000529976107,Cosmetics Shop
81,Asian Development Bank,14.58807565,121.05830089349516,Comic Odyssey,14.590300072337577,121.05980974148595,Bookstore
82,Asian Development Bank,14.58807565,121.05830089349516,Uniqlo ユニクロ,14.591764842901776,121.05846415014764,Clothing Store
83,Asian Development Bank,14.58807565,121.05830089349516,Chili's Grill & Bar,14.591885233619728,121.05991558759015,Tex-Mex Restaurant
84,Asian Development Bank,14.58807565,121.05830089349516,Big Chill,14.591326375031704,121.05952120841216,Juice Bar
85,Asian Development Bank,14.58807565,121.05830089349516,Ha-Neul Korean Mart,14.588649562815037,121.06150593789255,Snack Place
86,Asian Development Bank,14.58807565,121.05830089349516,Starbucks,14.592158469689183,121.05904421243964,Coffee Shop
87,Asian Development Bank,14.58807565,121.05830089349516,Ramen Nagi,14.59166449736705,121.06007166984952,Ramen Restaurant
88,Asian Development Bank,14.58807565,121.05830089349516,Let's Face It,14.59157355367905,121.06007028644115,Spa
89,Asian Development Bank,14.58807565,121.05830089349516,"Toys""Я""Us",14.591888,121.059278,Toy / Game Store
90,Asian Development Bank,14.58807565,121.05830089349516,Pepper Lunch Express,14.591011152261746,121.05990509483925,Japanese Restaurant
91,Asian Development Bank,14.58807565,121.05830089349516,The Coffee Bean & Tea Leaf,14.589327476069936,121.06198728756455,Coffee Shop
92,Asian Development Bank,14.58807565,121.05830089349516,50th Avenue,14.590263037380208,121.06043066088992,Boutique
93,Asian Development Bank,14.58807565,121.05830089349516,Racks,14.583900450544562,121.05730870000002,American Restaurant
94,Asian Development Bank,14.58807565,121.05830089349516,Robinsons Supermarket,14.591433084407978,121.05907079695794,Supermarket
95,Asian Development Bank,14.58807565,121.05830089349516,J.CO Donuts & Coffee,14.591965485555765,121.05988721089051,Donut Shop
96,Asian Development Bank,14.58807565,121.05830089349516,Shinsen,14.587967945604685,121.06251879774564,Sushi Restaurant
97,Asian Development Bank,14.58807565,121.05830089349516,The Stockpile,14.588016717007253,121.06284188562006,Bistro
98,Asian Development Bank,14.58807565,121.05830089349516,Mr. Park's Bread & Cake,14.58813452629587,121.0621015521377,Bakery
99,Asian Development Bank,14.58807565,121.05830089349516,Chatime,14.5886459262408,121.06222497505344,Bubble Tea Shop
100,Febias College of Bible,14.6878992,120.98140788480265,Box Yard,14.688767377526206,120.9780996553784,Food Court
101,Febias College of Bible,14.6878992,120.98140788480265,Gong Cha,14.6850195,120.97876,Bubble Tea Shop
102,Febias College of Bible,14.6878992,120.98140788480265,SM Bowling,14.688003560898633,120.97814368207132,Bowling Alley
103,Citibank,14.6073145,121.0789244,House of Wagyu Stone Grill,14.608527879320112,121.07888762131626,Australian Restaurant
104,Citibank,14.6073145,121.0789244,Healthy Options,14.608518670467928,121.07888628374744,Health Food Store
105,Citibank,14.6073145,121.0789244,Mystery Manila,14.606628566286185,121.07887704537063,Recreation Center
106,Citibank,14.6073145,121.0789244,Eastwood Citywalk 1,14.608452153586255,121.0789000751623,Shopping Mall
107,Citibank,14.6073145,121.0789244,Yellow Cab Pizza Co.,14.608607520522996,121.0803627516371,Pizza Place
108,Citibank,14.6073145,121.0789244,Eastwood City,14.609449634409055,121.07984908078073,Business Center
109,Citibank,14.6073145,121.0789244,Go! Salads,14.608512628119527,121.07886792164975,Salad Place
110,Citibank,14.6073145,121.0789244,Buddy's,14.608235976007471,121.08027322129622,Filipino Restaurant
111,Citibank,14.6073145,121.0789244,Built By Sonic,14.609757548883374,121.08111953409855,Clothing Store
112,Citibank,14.6073145,121.0789244,Tim Hortons,14.609929922009155,121.07884117922775,Coffee Shop
113,Citibank,14.6073145,121.0789244,Eastwood Mall Open Park,14.609992063153296,121.07977211476185,Park
114,Citibank,14.6073145,121.0789244,TGI Fridays,14.609317012188125,121.08048836681346,American Restaurant
115,Citibank,14.6073145,121.0789244,Cyma,14.609536313631995,121.0802593287036,Greek Restaurant
116,Citibank,14.6073145,121.0789244,Romantic Baboy,14.606853338779493,121.07897652519765,Korean Restaurant
117,Citibank,14.6073145,121.0789244,Nail Tropics Eastwood,14.610033960106726,121.07880363825909,Cosmetics Shop
118,Citibank,14.6073145,121.0789244,Eastwood Cinemas,14.60926298353593,121.08105805129992,Multiplex
119,Citibank,14.6073145,121.0789244,Uniqlo ユニクロ,14.609525473995967,121.08009390850212,Clothing Store
120,Citibank,14.6073145,121.0789244,S&R New York Style Pizza,14.60744033003964,121.08185620337102,Pizza Place
121,Citibank,14.6073145,121.0789244,The Custaroonery,14.606601094508425,121.07951885060497,Dessert Shop
122,Citibank,14.6073145,121.0789244,CrossfitMNL,14.610296035440289,121.07863842795314,Gym / Fitness Center
123,Citibank,14.6073145,121.0789244,Eastwood Mall,14.610384491589237,121.08000070265852,Shopping Mall
124,Citibank,14.6073145,121.0789244,Eastwood Mall Cinemas,14.610321146204956,121.07994721562358,Multiplex
125,Citibank,14.6073145,121.0789244,Café Mary Grace,14.610511448379564,121.08008069851655,Café
126,Citibank,14.6073145,121.0789244,Gloss Nail & Body Spa,14.60865059689433,121.08101883161142,Spa
127,Citibank,14.6073145,121.0789244,Happy Lemon,14.610302163883004,121.0799584841034,Bubble Tea Shop
128,Citibank,14.6073145,121.0789244,Rue Bourbon,14.609606341510137,121.08084872750163,Cocktail Bar
129,Citibank,14.6073145,121.0789244,Señor Pollo,14.609549850337741,121.0808123251987,Latin American Restaurant
130,Citibank,14.6073145,121.0789244,Sambo Kojin,14.60846781412393,121.08079382953618,Buffet
131,Citibank,14.6073145,121.0789244,Starbucks,14.609828001403868,121.07908246423992,Coffee Shop
132,Citibank,14.6073145,121.0789244,Curves,14.609758286790756,121.08114855135864,Gym / Fitness Center
133,Citibank,14.6073145,121.0789244,Starbucks,14.607571012397408,121.07913095437272,Coffee Shop
134,Citibank,14.6073145,121.0789244,Peri-Peri Charcoal Chicken,14.610182156118263,121.07969575303332,Portuguese Restaurant
135,Citibank,14.6073145,121.0789244,"Toys""Я""Us",14.610319503824595,121.0799869346079,Toy / Game Store
136,Citibank,14.6073145,121.0789244,Cibo,14.610578237049616,121.07987194624748,Italian Restaurant
137,Citibank,14.6073145,121.0789244,UCC Park Café,14.60910222107297,121.0800914502764,Café
138,Citibank,14.6073145,121.0789244,Pepper Lunch,14.61027183025804,121.07997096975501,Japanese Restaurant
139,Citibank,14.6073145,121.0789244,Ippudo,14.6100743,121.079032,Ramen Restaurant
140,Citibank,14.6073145,121.0789244,Fully Booked,14.610305968134801,121.07997698716252,Bookstore
141,Citibank,14.6073145,121.0789244,Gitara Grill,14.609610414626077,121.08082717242617,Filipino Restaurant
142,Citibank,14.6073145,121.0789244,Red Mango,14.608501375802094,121.07886263535748,Frozen Yogurt Shop
143,Citibank,14.6073145,121.0789244,Faburrito,14.610626250267595,121.08026827646505,Mexican Restaurant
144,Citibank,14.6073145,121.0789244,J Cuppacakes,14.609024460054199,121.08053727504044,Cupcake Shop
145,Citibank,14.6073145,121.0789244,NamaNama Asian Comfort Food,14.60816433736543,121.08025257602564,Asian Restaurant
146,Citibank,14.6073145,121.0789244,Eastwood Citywalk 2,14.609755006470499,121.08109130759048,Shopping Mall
147,Citibank,14.6073145,121.0789244,Casita Xocolat,14.605964830007586,121.08128403752579,Café
148,Citibank,14.6073145,121.0789244,Nuat Thai,14.604010564961698,121.07915589137102,Spa
149,Citibank,14.6073145,121.0789244,Starbucks,14.609805870130792,121.08121383161591,Coffee Shop
150,Citibank,14.6073145,121.0789244,Uke box caffé,14.608945572111125,121.07707617964058,Café
151,Citibank,14.6073145,121.0789244,Marks & Spencer,14.60976,121.079205,Clothing Store
152,Citibank,14.6073145,121.0789244,One Central Park,14.61021919434979,121.07922211944329,Residential Building (Apartment / Condo)
153,Citibank,14.6073145,121.0789244,Burger King,14.602896486401422,121.07893651450037,Fast Food Restaurant
154,Citibank,14.6073145,121.0789244,Army Navy Burger + Burrito,14.609851718232113,121.08114902735923,Burrito Place
155,Citibank,14.6073145,121.0789244,Ultra 7 Eastwood Cinema,14.610213289750448,121.07994829863338,Movie Theater
156,Citibank,14.6073145,121.0789244,The Spa,14.605056947037077,121.07902103426584,Spa
157,Citibank,14.6073145,121.0789244,Gold's Gym,14.60480789624933,121.07916156663316,Gym / Fitness Center
158,Citibank,14.6073145,121.0789244,Music Bank,14.609467218488243,121.076604297631,Karaoke Bar
159,Citibank,14.6073145,121.0789244,Microtel Inn & Suites,14.607761888654766,121.07825439394567,Hotel
160,Citibank,14.6073145,121.0789244,Soban K-Town Grill,14.61036017844269,121.07952063077671,Korean Restaurant
161,Citibank,14.6073145,121.0789244,Mesa Filipino Moderne,14.611240482466801,121.07921589149299,Filipino Restaurant
162,Citibank,14.6073145,121.0789244,"iDoNails, Eastwood Mall",14.610456359645328,121.08033477619225,Cosmetics Shop
163,Citibank,14.6073145,121.0789244,Coral Garden,14.60877687849125,121.077283349804,Chinese Restaurant
164,Citibank,14.6073145,121.0789244,Cozy Nail Lounge,14.610347074782771,121.07594666624462,Cosmetics Shop
165,Citibank,14.6073145,121.0789244,Eastwood Cinema 5,14.610857154093685,121.07960781027045,Movie Theater
166,Citibank,14.6073145,121.0789244,Eastwood Citywalk Movie House,14.609452776855727,121.08097316255503,Movie Theater
167,Citibank,14.6073145,121.0789244,Jamba Juice,14.611243533469459,121.0792202433683,Juice Bar
168,Citibank,14.6073145,121.0789244,Tien Ma's Taiwanese Cuisine,14.608843790603554,121.07725739823296,Dumpling Restaurant
169,Citibank,14.6073145,121.0789244,Acropolis Village Clubhouse,14.603427072827625,121.07669081385214,Club House
170,Citibank,14.6073145,121.0789244,Tous Les Jours,14.60842756843277,121.07887908811347,Bakery
171,Citibank,14.6073145,121.0789244,Eastwood Cinema 6,14.610984805446368,121.07994400778007,Movie Theater
172,Citibank,14.6073145,121.0789244,Italianni’s,14.610016772686008,121.07985975834202,Italian Restaurant
173,Citibank,14.6073145,121.0789244,Marks & Spencer Cafe,14.610029524052969,121.07983288485272,Bakery
174,Citibank,14.6073145,121.0789244,Toby's Estate Coffee Roasters,14.610257355113255,121.07983539205561,Coffee Shop
175,Citibank,14.6073145,121.0789244,Max's Restaurant,14.610016881288983,121.08070657120575,Fried Chicken Joint
176,Citibank,14.6073145,121.0789244,All Day Supermarket,14.603834488864251,121.07963420423437,Supermarket
177,Citibank,14.6073145,121.0789244,Pie Face,14.610561091151679,121.08035238020138,Café
178,Citibank,14.6073145,121.0789244,Fitness First,14.611385980067212,121.08040217610285,Gym
179,Citibank,14.6073145,121.0789244,Chicken Charlie,14.60941449211848,121.08107799649281,Fried Chicken Joint
180,Citibank,14.6073145,121.0789244,Blue Water Day Spa,14.610406368615875,121.07885192534367,Spa
181,Citibank,14.6073145,121.0789244,AySee,14.608454382928654,121.078875984633,Food Court
182,Citibank,14.6073145,121.0789244,Shakey's,14.606420721135196,121.07884959197449,Pizza Place
183,Citibank,14.6073145,121.0789244,GAP,14.611231847567012,121.07919119466992,Clothing Store
184,Citibank,14.6073145,121.0789244,Blushing Cupcakes,14.604408440459284,121.07958601613802,Cupcake Shop
185,Citibank,14.6073145,121.0789244,Jang Gun Korean BBQ,14.609361671977315,121.07674848180318,Korean Restaurant
186,Citibank,14.6073145,121.0789244,Hot Rocks,14.604357935866654,121.07951649731271,Steakhouse
187,Citibank,14.6073145,121.0789244,Coffee Project,14.603914039369213,121.07947829387156,Coffee Shop
188,Citibank,14.6073145,121.0789244,Hokkaido Ramen Santouka,14.610580960466745,121.07927584819565,Japanese Restaurant
189,Citibank,14.6073145,121.0789244,Dunkin',14.606927,121.079094,Donut Shop
190,Citibank,14.6073145,121.0789244,BreadTalk,14.611271437577035,121.07920899064845,Bakery
191,Citibank,14.6073145,121.0789244,Gerry's Grill,14.608512842242403,121.07887522237932,Filipino Restaurant
192,Citibank,14.6073145,121.0789244,McDonald's,14.607432,121.078716,Fast Food Restaurant
193,Citibank,14.6073145,121.0789244,Pizza Hut,14.606906458375073,121.07899271929568,Pizza Place
194,Citibank,14.6073145,121.0789244,KFC,14.606078836337733,121.07890316480064,Fast Food Restaurant
195,Citibank,14.6073145,121.0789244,Beabi,14.610653026001334,121.07922027549309,Furniture / Home Store
196,Citibank,14.6073145,121.0789244,The Eastwood Lafayette 2,14.608528537064839,121.07901230186948,Residential Building (Apartment / Condo)
197,Citibank,14.6073145,121.0789244,Jollibee,14.606587418301228,121.07900290577807,Fast Food Restaurant
198,Citibank,14.6073145,121.0789244,Octoboy,14.60851476492188,121.07887939601949,Japanese Restaurant
199,Citibank,14.6073145,121.0789244,Porky's Bagnet Station,14.604020419387703,121.07968257629994,Diner
200,Citibank,14.6073145,121.0789244,Royal Siam Spa,14.610671142109613,121.07922888284116,Spa
201,Citibank,14.6073145,121.0789244,Timezone,14.610649468688083,121.07927122559022,Arcade
202,Citibank,14.6073145,121.0789244,Ton Ton's Thai Massage,14.610676442971641,121.0792266155119,Spa
203,Producers Bank,14.5296986,121.0412465,Philippine Army Golf Course,14.531546336397403,121.04061174514992,Golf Course
204,Producers Bank,14.5296986,121.0412465,Cendong's Garden,14.527905,121.041965,Restaurant
205,Producers Bank,14.5296986,121.0412465,Kuya's at the Fort,14.52905100672834,121.04158497875805,Asian Restaurant
206,Producers Bank,14.5296986,121.0412465,Burger King,14.527743142131214,121.04220877285913,Fast Food Restaurant
207,Producers Bank,14.5296986,121.0412465,Shakey’s Pizza Parlor,14.528508,121.041779,Pizza Place
208,Producers Bank,14.5296986,121.0412465,Erin's Place Resto.Grill,14.528484762132301,121.04199267699137,Restaurant
209,Producers Bank,14.5296986,121.0412465,Tuk-Tuk : A Taste Of Thailand,14.526562642716987,121.04280659890422,Thai Restaurant
210,Producers Bank,14.5296986,121.0412465,Philippine Army Gymnasium,14.533520555349435,121.04074328711228,Athletics & Sports
211,Producers Bank,14.5296986,121.0412465,Infinitea,14.527501800043247,121.04234598662366,Bubble Tea Shop
212,Producers Bank,14.5296986,121.0412465,Philippine Army Wellness Center,14.53396729926592,121.04055091785453,Gym / Fitness Center
213,Producers Bank,14.5296986,121.0412465,Shell Select Magallanes,14.531728702382685,121.04528753039382,Convenience Store
214,Producers Bank,14.5296986,121.0412465,Patricio's Cevicheria,14.52895202908617,121.04182360489887,Filipino Restaurant
215,Producers Bank,14.5296986,121.0412465,Philippine Army Swimming Pool,14.534012643607788,121.04001876465796,Pool
216,Producers Bank,14.5296986,121.0412465,Jollibee,14.526126927664642,121.04262246584517,Fast Food Restaurant
217,Producers Bank,14.5296986,121.0412465,TT’s Liempo,14.529776,121.041302,BBQ Joint
218,Producers Bank,14.5296986,121.0412465,Amara Day SPA,14.529410281878782,121.0415251299668,Spa
219,Producers Bank,14.5296986,121.0412465,Happy Tummy,14.528974,121.041871,Thai Restaurant
220,Producers Bank,14.5296986,121.0412465,Mercury Drug,14.527363592440414,121.04253130717224,Pharmacy
221,Producers Bank,14.5296986,121.0412465,Kagitingan Executive Golf,14.532284640675245,121.04058265686035,Golf Course
222,Producers Bank,14.5296986,121.0412465,Erin's Place Resto.Grill,14.532365818360104,121.04206822180637,Restaurant
223,Producers Bank,14.5296986,121.0412465,Myth Of The Human Body,14.526919008600123,121.04270649156176,Science Museum
224,Producers Bank,14.5296986,121.0412465,Empire Boxing McKinley,14.526418791266837,121.04275128229486,Athletics & Sports
225,Producers Bank,14.5296986,121.0412465,Lanlin,14.52639588023682,121.04276807881547,Chinese Restaurant
226,Producers Bank,14.5296986,121.0412465,CFMNL Fort Box,14.533442481991923,121.04089035812875,Gym / Fitness Center
227,Canadian Embassy,14.5606448,121.0165778,Intercontinental Hotels Group,14.560932086181731,121.01676426397091,Office
228,Canadian Embassy,14.5606448,121.0165778,Bornga,14.56225767992378,121.01590838995001,Korean Restaurant
229,Canadian Embassy,14.5606448,121.0165778,Locavore,14.560343975472644,121.01819029978971,Filipino Restaurant
230,Canadian Embassy,14.5606448,121.0165778,Yellow Cab Pizza Co.,14.561108481051622,121.01558256019727,Pizza Place
231,Canadian Embassy,14.5606448,121.0165778,OptionsStudio Valero,14.560434657390765,121.01660954550469,Yoga Studio
232,Canadian Embassy,14.5606448,121.0165778,Fitness First Platinum,14.56074640168947,121.01643845362554,Gym / Fitness Center
233,Canadian Embassy,14.5606448,121.0165778,Yuchengco Museum,14.560398554255848,121.01623365838788,Art Museum
234,Canadian Embassy,14.5606448,121.0165778,One Pacific Place,14.561363331350032,121.01896548920662,Residential Building (Apartment / Condo)
235,Canadian Embassy,14.5606448,121.0165778,Starbucks Reserve,14.55911572646934,121.01938124949362,Coffee Shop
236,Canadian Embassy,14.5606448,121.0165778,Starbucks,14.558787835953776,121.0181461111531,Coffee Shop
237,Canadian Embassy,14.5606448,121.0165778,Bliss Yoga Manila,14.557160954639516,121.01824288119104,Yoga Studio
238,Canadian Embassy,14.5606448,121.0165778,yoga+,14.560598874826612,121.02064618888281,Yoga Studio
239,Canadian Embassy,14.5606448,121.0165778,Relish at Ponte,14.558956445443005,121.01988599998398,Mediterranean Restaurant
240,Canadian Embassy,14.5606448,121.0165778,Dean & DeLuca,14.55737975748981,121.0178663729298,Café
241,Canadian Embassy,14.5606448,121.0165778,Felipe & Sons Barberdashery,14.559207621242992,121.02082952857018,Salon / Barbershop
242,Canadian Embassy,14.5606448,121.0165778,TJ Grill,14.564168905493066,121.01514281482821,Beer Garden
243,Canadian Embassy,14.5606448,121.0165778,Your Local,14.556856013317278,121.01744465702761,Comfort Food Restaurant
244,Canadian Embassy,14.5606448,121.0165778,KMA Mixed Martial Arts Academy,14.560776302980313,121.02036874708874,Athletics & Sports
245,Canadian Embassy,14.5606448,121.0165778,Yardstick Coffee,14.556813111369697,121.01724517219347,Coffee Shop
246,Canadian Embassy,14.5606448,121.0165778,DiCofi,14.559057733458992,121.02063126201077,Vietnamese Restaurant
247,Canadian Embassy,14.5606448,121.0165778,Army Navy Burger + Burrito,14.55788925985479,121.0172168308622,Burrito Place
248,Canadian Embassy,14.5606448,121.0165778,SaladStop!,14.559939,121.02016,Salad Place
249,Canadian Embassy,14.5606448,121.0165778,MegaPro KTV Bar and Restaurant,14.564492255902211,121.01456284747614,Karaoke Bar
250,Canadian Embassy,14.5606448,121.0165778,Megapro Family KTV Room,14.564514416699053,121.0145104878339,Karaoke Bar
251,Canadian Embassy,14.5606448,121.0165778,LEVEL X FITNESS,14.56449652680424,121.01457820017858,Gym
